kind,trend_n,trend_buffer,prox_n,prox_thr,mom_n,mom_thr,vol_n,vol_max,abs_vol_max,vix_max,require_slope,confirm_style,confirm_up,cb_vol_pct,cb_drop,cb_drop_n,cb_vix,crash_mom_n,crash_mom_thr,crash_below_n,crash_vol_min,crash_dd_n,crash_dd,crash_vix_min,crash_slope_n,crash_confirm,IS_CAGR,IS_maxDD,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_maxDD,OOS_Sharpe,OOS_Calmar,ALL_CAGR,ALL_maxDD,ALL_Sharpe,ALL_Calmar,trades_per_yr,vol,pct_BIL,pct_TECL,pct_TECS,pct_XLK
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,,100.0,1,0.22244031677279397,-0.4403475732654094,0.7300152215015652,0.5051471389368215,0.24082671383296916,-0.532226206518934,0.6575023105004675,0.4524893943274883,0.23309073540482905,-0.5322262065189338,0.7027141152959331,0.43795426183422426,9.74711603709568,0.3948369885597878,0.24768152001809546,0.5363040036190907,0.004523863379325944,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,,100.0,3,0.29740255379167957,-0.42160969059236075,0.9198325935782724,0.7053978132566867,0.295405644309628,-0.5494788023810739,0.7569338172953812,0.5376106285256818,0.3006721548091049,-0.5494788023810739,0.850086830099086,0.5471951847936494,8.607102465505541,0.3837807259632667,0.2517529970594888,0.5363040036190907,0.00045238633793259444,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,,100.0,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.39916704765106203,-0.32197721047907757,0.9541386526424096,1.2397369585789375,0.3496127446805748,-0.3484210901816275,0.9621482487803663,1.0034201560483211,8.379099751187514,0.3704884371072979,0.2522053833974214,0.5363040036190907,,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,25.0,,1,0.22244031677279397,-0.4403475732654094,0.7300152215015652,0.5051471389368215,0.049048194560937786,-0.6814698366992136,0.3153478126650636,0.07197412404708768,0.15806264486551047,-0.6814698366992136,0.5385678374591555,0.23194371394500324,10.65912689436779,0.4227753973441815,0.2438362361456684,0.5363040036190907,0.008595340420719294,0.2112644198145216
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,25.0,,3,0.29740255379167957,-0.42160969059236075,0.9198325935782724,0.7053978132566867,0.2118125275023064,-0.5494788023810742,0.6026672926662775,0.3854789785965398,0.2686327190405753,-0.5494788023810739,0.7767088964977411,0.488886409951577,8.83510517982357,0.39377928409931573,0.25039583804569104,0.5363040036190907,0.0018095453517303778,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,25.0,,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.32985528007975895,-0.35610318242183214,0.820836443612008,0.9262913008427415,0.3242166889345528,-0.35610318242183203,0.903357218022827,0.910457151013306,8.493101108346528,0.3767305453756207,0.2515268038905225,0.5363040036190907,0.0006785795068988917,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,25.0,100.0,1,0.22244031677279397,-0.4403475732654094,0.7300152215015652,0.5051471389368215,0.24082671383296916,-0.532226206518934,0.6575023105004675,0.4524893943274883,0.23309073540482905,-0.5322262065189338,0.7027141152959331,0.43795426183422426,9.74711603709568,0.3948369885597878,0.24768152001809546,0.5363040036190907,0.004523863379325944,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,25.0,100.0,3,0.29740255379167957,-0.42160969059236075,0.9198325935782724,0.7053978132566867,0.295405644309628,-0.5494788023810739,0.7569338172953812,0.5376106285256818,0.3006721548091049,-0.5494788023810739,0.850086830099086,0.5471951847936494,8.607102465505541,0.3837807259632667,0.2517529970594888,0.5363040036190907,0.00045238633793259444,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,25.0,100.0,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.39916704765106203,-0.32197721047907757,0.9541386526424096,1.2397369585789375,0.3496127446805748,-0.3484210901816275,0.9621482487803663,1.0034201560483211,8.379099751187514,0.3704884371072979,0.2522053833974214,0.5363040036190907,,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,35.0,,1,0.22244031677279397,-0.4403475732654094,0.7300152215015652,0.5051471389368215,0.10572233425862487,-0.6814698366992136,0.41663432074339707,0.1551386848913292,0.18107056557486545,-0.6814698366992136,0.586195031872443,0.2657059136350098,9.861117394254693,0.4195915948944535,0.24587197466636507,0.5363040036190907,0.006333408731056322,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,35.0,,3,0.29740255379167957,-0.42160969059236075,0.9198325935782724,0.7053978132566867,0.2118125275023064,-0.5494788023810742,0.6026672926662775,0.3854789785965398,0.2686327190405753,-0.5494788023810739,0.7767088964977411,0.488886409951577,8.83510517982357,0.39377928409931573,0.25039583804569104,0.5363040036190907,0.0018095453517303778,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,35.0,,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.32985528007975895,-0.35610318242183214,0.820836443612008,0.9262913008427415,0.3242166889345528,-0.35610318242183203,0.903357218022827,0.910457151013306,8.493101108346528,0.3767305453756207,0.2515268038905225,0.5363040036190907,0.0006785795068988917,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,35.0,100.0,1,0.22244031677279397,-0.4403475732654094,0.7300152215015652,0.5051471389368215,0.302848360262018,-0.5322262065189338,0.769475396875973,0.569021886845484,0.25578474400209394,-0.5322262065189338,0.7505004104002067,0.4805940422871576,9.17710925130061,0.393022568989783,0.24926487220085952,0.5363040036190907,0.002940511196561864,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,35.0,100.0,3,0.29740255379167957,-0.42160969059236075,0.9198325935782724,0.7053978132566867,0.295405644309628,-0.5494788023810739,0.7569338172953812,0.5376106285256818,0.3006721548091049,-0.5494788023810739,0.850086830099086,0.5471951847936494,8.607102465505541,0.3837807259632667,0.2517529970594888,0.5363040036190907,0.00045238633793259444,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,,35.0,100.0,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.39916704765106203,-0.32197721047907757,0.9541386526424096,1.2397369585789375,0.3496127446805748,-0.3484210901816275,0.9621482487803663,1.0034201560483211,8.379099751187514,0.3704884371072979,0.2522053833974214,0.5363040036190907,,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,,,1,0.22244031677279397,-0.4403475732654094,0.7300152215015652,0.5051471389368215,0.02054317833476027,-0.6814698366992136,0.2629709608338584,0.030145396360114464,0.14619556692820845,-0.6814698366992136,0.5140197012723002,0.2145297694118428,10.887129608685818,0.42398911020247654,0.2433838498077358,0.5363040036190907,0.009047726758651889,0.2112644198145216
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,,,3,0.29740255379167957,-0.42160969059236075,0.9198325935782724,0.7053978132566867,0.2118125275023064,-0.5494788023810742,0.6026672926662775,0.3854789785965398,0.2686327190405753,-0.5494788023810739,0.7767088964977411,0.488886409951577,8.83510517982357,0.39377928409931573,0.25039583804569104,0.5363040036190907,0.0018095453517303778,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,,,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.32985528007975895,-0.35610318242183214,0.820836443612008,0.9262913008427415,0.3242166889345528,-0.35610318242183203,0.903357218022827,0.910457151013306,8.493101108346528,0.3767305453756207,0.2515268038905225,0.5363040036190907,0.0006785795068988917,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,,100.0,1,0.22244031677279397,-0.4403475732654094,0.7300152215015652,0.5051471389368215,0.24082671383296916,-0.532226206518934,0.6575023105004675,0.4524893943274883,0.23309073540482905,-0.5322262065189338,0.7027141152959331,0.43795426183422426,9.74711603709568,0.3948369885597878,0.24768152001809546,0.5363040036190907,0.004523863379325944,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,,100.0,3,0.29740255379167957,-0.42160969059236075,0.9198325935782724,0.7053978132566867,0.295405644309628,-0.5494788023810739,0.7569338172953812,0.5376106285256818,0.3006721548091049,-0.5494788023810739,0.850086830099086,0.5471951847936494,8.607102465505541,0.3837807259632667,0.2517529970594888,0.5363040036190907,0.00045238633793259444,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,,100.0,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.39916704765106203,-0.32197721047907757,0.9541386526424096,1.2397369585789375,0.3496127446805748,-0.3484210901816275,0.9621482487803663,1.0034201560483211,8.379099751187514,0.3704884371072979,0.2522053833974214,0.5363040036190907,,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,25.0,,1,0.22244031677279397,-0.4403475732654094,0.7300152215015652,0.5051471389368215,0.049048194560937786,-0.6814698366992136,0.3153478126650636,0.07197412404708768,0.15806264486551047,-0.6814698366992136,0.5385678374591555,0.23194371394500324,10.65912689436779,0.4227753973441815,0.2438362361456684,0.5363040036190907,0.008595340420719294,0.2112644198145216
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,25.0,,3,0.29740255379167957,-0.42160969059236075,0.9198325935782724,0.7053978132566867,0.2118125275023064,-0.5494788023810742,0.6026672926662775,0.3854789785965398,0.2686327190405753,-0.5494788023810739,0.7767088964977411,0.488886409951577,8.83510517982357,0.39377928409931573,0.25039583804569104,0.5363040036190907,0.0018095453517303778,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,25.0,,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.32985528007975895,-0.35610318242183214,0.820836443612008,0.9262913008427415,0.3242166889345528,-0.35610318242183203,0.903357218022827,0.910457151013306,8.493101108346528,0.3767305453756207,0.2515268038905225,0.5363040036190907,0.0006785795068988917,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,25.0,100.0,1,0.22244031677279397,-0.4403475732654094,0.7300152215015652,0.5051471389368215,0.24082671383296916,-0.532226206518934,0.6575023105004675,0.4524893943274883,0.23309073540482905,-0.5322262065189338,0.7027141152959331,0.43795426183422426,9.74711603709568,0.3948369885597878,0.24768152001809546,0.5363040036190907,0.004523863379325944,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,25.0,100.0,3,0.29740255379167957,-0.42160969059236075,0.9198325935782724,0.7053978132566867,0.295405644309628,-0.5494788023810739,0.7569338172953812,0.5376106285256818,0.3006721548091049,-0.5494788023810739,0.850086830099086,0.5471951847936494,8.607102465505541,0.3837807259632667,0.2517529970594888,0.5363040036190907,0.00045238633793259444,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,25.0,100.0,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.39916704765106203,-0.32197721047907757,0.9541386526424096,1.2397369585789375,0.3496127446805748,-0.3484210901816275,0.9621482487803663,1.0034201560483211,8.379099751187514,0.3704884371072979,0.2522053833974214,0.5363040036190907,,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,35.0,,1,0.22244031677279397,-0.4403475732654094,0.7300152215015652,0.5051471389368215,0.10572233425862487,-0.6814698366992136,0.41663432074339707,0.1551386848913292,0.18107056557486545,-0.6814698366992136,0.586195031872443,0.2657059136350098,9.861117394254693,0.4195915948944535,0.24587197466636507,0.5363040036190907,0.006333408731056322,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,35.0,,3,0.29740255379167957,-0.42160969059236075,0.9198325935782724,0.7053978132566867,0.2118125275023064,-0.5494788023810742,0.6026672926662775,0.3854789785965398,0.2686327190405753,-0.5494788023810739,0.7767088964977411,0.488886409951577,8.83510517982357,0.39377928409931573,0.25039583804569104,0.5363040036190907,0.0018095453517303778,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,35.0,,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.32985528007975895,-0.35610318242183214,0.820836443612008,0.9262913008427415,0.3242166889345528,-0.35610318242183203,0.903357218022827,0.910457151013306,8.493101108346528,0.3767305453756207,0.2515268038905225,0.5363040036190907,0.0006785795068988917,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,35.0,100.0,1,0.22244031677279397,-0.4403475732654094,0.7300152215015652,0.5051471389368215,0.302848360262018,-0.5322262065189338,0.769475396875973,0.569021886845484,0.25578474400209394,-0.5322262065189338,0.7505004104002067,0.4805940422871576,9.17710925130061,0.393022568989783,0.24926487220085952,0.5363040036190907,0.002940511196561864,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,35.0,100.0,3,0.29740255379167957,-0.42160969059236075,0.9198325935782724,0.7053978132566867,0.295405644309628,-0.5494788023810739,0.7569338172953812,0.5376106285256818,0.3006721548091049,-0.5494788023810739,0.850086830099086,0.5471951847936494,8.607102465505541,0.3837807259632667,0.2517529970594888,0.5363040036190907,0.00045238633793259444,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.1,35.0,100.0,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.39916704765106203,-0.32197721047907757,0.9541386526424096,1.2397369585789375,0.3496127446805748,-0.3484210901816275,0.9621482487803663,1.0034201560483211,8.379099751187514,0.3704884371072979,0.2522053833974214,0.5363040036190907,,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,,,1,0.2576014139150291,-0.34842109018162903,0.8205833742997961,0.7393393258161944,0.07441805014797254,-0.6505903058366902,0.3567072980932096,0.11438542732706011,0.1893864328947017,-0.6505903058366902,0.6074773867344732,0.2910993772819005,9.861117394254693,0.409297760399504,0.24677674734223026,0.5363040036190907,0.0054286360551911335,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,,,3,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.2528708328958389,-0.5494788023810739,0.6762181395600773,0.460201252168538,0.2950180849424675,-0.5494788023810739,0.8331016016783906,0.5369053067453308,8.607102465505541,0.38966158255267613,0.25084822438362364,0.5363040036190907,0.0013571590137977834,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,,,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.32985528007975895,-0.35610318242183214,0.820836443612008,0.9262913008427415,0.3242166889345528,-0.35610318242183203,0.903357218022827,0.910457151013306,8.493101108346528,0.3767305453756207,0.2515268038905225,0.5363040036190907,0.0006785795068988917,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,,100.0,1,0.2576014139150291,-0.34842109018162903,0.8205833742997961,0.7393393258161944,0.24082671383296916,-0.532226206518934,0.6575023105004675,0.4524893943274883,0.25517913108619483,-0.5322262065189342,0.7522171682045915,0.47945615597400454,9.519113322777653,0.3895119352009846,0.24881248586292695,0.5363040036190907,0.0033928975344944584,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,,100.0,3,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.295405644309628,-0.5494788023810739,0.7569338172953812,0.5376106285256818,0.311285177993194,-0.5494788023810742,0.872850274505591,0.5665098938199107,8.493101108346528,0.3824571845418949,0.2519791902284551,0.5363040036190907,0.00022619316896629722,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,,100.0,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.39916704765106203,-0.32197721047907757,0.9541386526424096,1.2397369585789375,0.3496127446805748,-0.3484210901816275,0.9621482487803663,1.0034201560483211,8.379099751187514,0.3704884371072979,0.2522053833974214,0.5363040036190907,,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,25.0,,1,0.2576014139150291,-0.34842109018162903,0.8205833742997961,0.7393393258161944,0.07441805014797254,-0.6505903058366902,0.3567072980932096,0.11438542732706011,0.1893864328947017,-0.6505903058366902,0.6074773867344732,0.2910993772819005,9.861117394254693,0.409297760399504,0.24677674734223026,0.5363040036190907,0.0054286360551911335,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,25.0,,3,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.2528708328958389,-0.5494788023810739,0.6762181395600773,0.460201252168538,0.2950180849424675,-0.5494788023810739,0.8331016016783906,0.5369053067453308,8.607102465505541,0.38966158255267613,0.25084822438362364,0.5363040036190907,0.0013571590137977834,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,25.0,,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.32985528007975895,-0.35610318242183214,0.820836443612008,0.9262913008427415,0.3242166889345528,-0.35610318242183203,0.903357218022827,0.910457151013306,8.493101108346528,0.3767305453756207,0.2515268038905225,0.5363040036190907,0.0006785795068988917,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,25.0,100.0,1,0.2576014139150291,-0.34842109018162903,0.8205833742997961,0.7393393258161944,0.24082671383296916,-0.532226206518934,0.6575023105004675,0.4524893943274883,0.25517913108619483,-0.5322262065189342,0.7522171682045915,0.47945615597400454,9.519113322777653,0.3895119352009846,0.24881248586292695,0.5363040036190907,0.0033928975344944584,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,25.0,100.0,3,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.295405644309628,-0.5494788023810739,0.7569338172953812,0.5376106285256818,0.311285177993194,-0.5494788023810742,0.872850274505591,0.5665098938199107,8.493101108346528,0.3824571845418949,0.2519791902284551,0.5363040036190907,0.00022619316896629722,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,25.0,100.0,5,0.3143520237421673,-0.3484210901816275,0.9617379155241659,0.9022187020260444,0.39916704765106203,-0.32197721047907757,0.9541386526424096,1.2397369585789375,0.3496127446805748,-0.3484210901816275,0.9621482487803663,1.0034201560483211,8.379099751187514,0.3704884371072979,0.2522053833974214,0.5363040036190907,,0.2114906129834879
v2,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,10,-0.1,,0.6,120,-0.2,35.0,,1,0.2576014139150291,-0.34842109018162903,0.8205833742997961,0.7393393258161944,0.12812190394188328,-0.6505903058366902,0.45531812164469393,0.1969317753315005,0.2112761001824226,-0.6505903058366902,0.6530339340953475,0.3247452325787601,9.291110608459624,0.40755264065288127,0.24836009952499435,0.5363040036190907,0.0038452838724270526,0.2114906129834879
